fecha,host,ip,servicio,estado_servicio,puerto,http_code,http_time,cpu_load,ram_pct,disco_pct,resultado,descripcion
2025-12-18T09:51:10+0100,debian13,10.0.22.215,apache2,3,80,,,0,45,26,CRIT,"CRIT: Servicio detenido"
2025-12-18T09:51:10+0100,debian13,10.0.22.215,nginx,0,80,,,0,45,26,OK,"OK: Todo correcto"
2025-12-18T09:55:37+0100,debian13,10.0.22.215,apache2,3,80,200,0.002066,0,45,26,CRIT,"CRIT: Servicio detenido"
2025-12-18T09:55:37+0100,debian13,10.0.22.215,nginx,0,80,200,0.000309,0,45,26,OK,"OK: Todo correcto"
2025-12-18T09:59:28+0100,debian13,10.0.22.215,apache2,3,80,200,0.000447,0,46,26,CRIT,"CRIT: Servicio detenido"
2025-12-18T09:59:28+0100,debian13,10.0.22.215,nginx,0,80,200,0.000981,0,46,26,OK,"OK: Todo correcto"
